OG,Branch,K,Relaxation Parameter (K),p-value
OG0003370.json,Ast_eri,3.246967246230873,0.6407306499882313,0.1536137097938474
OG0003370.json,Coc_sub,10.98517068990446,0.6407306499882313,0.1536137097938474
OG0003370.json,Coc_vir,3.502542935315455,0.6407306499882313,0.1536137097938474
OG0003370.json,Myr_bis,1.38222606580205,0.6407306499882313,0.1536137097938474
OG0003370.json,Node2,2.146418302949718,0.6407306499882313,0.1536137097938474
OG0003370.json,Node3,2.939976905864265,0.6407306499882313,0.1536137097938474
OG0003370.json,Node4,2.43431151359501,0.6407306499882313,0.1536137097938474
OG0003370.json,Node7,1.129874644033423,0.6407306499882313,0.1536137097938474
OG0003370.json,Sym_irr,6.29489431801171,0.6407306499882313,0.1536137097938474
OG0003370.json,Sym_ret,6.864527691264764,0.6407306499882313,0.1536137097938474
OG0003370.json,Tre_spC0010,4.609833383510251,0.6407306499882313,0.1536137097938474
OG0003372.json,Ast_eri,0.2291142200673207,4.090800417457701,0.3895062382523935
OG0003372.json,Coc_sub,1.928671606302774,4.090800417457701,0.3895062382523935
OG0003372.json,Coc_vir,0.3439362969557905,4.090800417457701,0.3895062382523935
OG0003372.json,Myr_bis,0.2937328254511752,4.090800417457701,0.3895062382523935
OG0003372.json,Node2,1.395703068093534,4.090800417457701,0.3895062382523935
OG0003372.json,Node3,1.106726525128432,4.090800417457701,0.3895062382523935
OG0003372.json,Node4,2.5014808665429,4.090800417457701,0.3895062382523935
OG0003372.json,Node7,0.2370988226005174,4.090800417457701,0.3895062382523935
OG0003372.json,Sym_irr,0.3124014080514736,4.090800417457701,0.3895062382523935
OG0003372.json,Sym_ret,0.3138220836943727,4.090800417457701,0.3895062382523935
OG0003372.json,Tre_spC0010,0.4474648896529773,4.090800417457701,0.3895062382523935
OG0003374.json,Ast_eri,0.3766575681997854,0.4837041647351182,0.009944879874052903
OG0003374.json,Coc_sub,7.645319588193606,0.4837041647351182,0.009944879874052903
OG0003374.json,Coc_vir,0.5741122315994114,0.4837041647351182,0.009944879874052903
OG0003374.json,Myr_bis,0.3863508005326924,0.4837041647351182,0.009944879874052903
OG0003374.json,Node2,0.9229198147222141,0.4837041647351182,0.009944879874052903
OG0003374.json,Node3,1.517558296081318,0.4837041647351182,0.009944879874052903
OG0003374.json,Node4,0.6966837495589501,0.4837041647351182,0.009944879874052903
OG0003374.json,Node7,0.2839508757382351,0.4837041647351182,0.009944879874052903
OG0003374.json,Sym_irr,1.44484387948764,0.4837041647351182,0.009944879874052903
OG0003374.json,Sym_ret,9.011803138437097,0.4837041647351182,0.009944879874052903
OG0003374.json,Tre_spC0010,6.469407081922802,0.4837041647351182,0.009944879874052903
OG0003378.json,Ast_eri,8.030126500755744,0.7826387250809997,0.5083553691461464
OG0003378.json,Coc_sub,11.6567161218987,0.7826387250809997,0.5083553691461464
OG0003378.json,Coc_vir,15.25289648902305,0.7826387250809997,0.5083553691461464
OG0003378.json,Myr_bis,9.599202504017684,0.7826387250809997,0.5083553691461464
OG0003378.json,Node2,8.053127416311591,0.7826387250809997,0.5083553691461464
OG0003378.json,Node3,9.554725626176062,0.7826387250809997,0.5083553691461464
OG0003378.json,Node6,7.784167619492703,0.7826387250809997,0.5083553691461464
OG0003378.json,Node9,50,0.7826387250809997,0.5083553691461464
OG0003378.json,Sym_irr,50,0.7826387250809997,0.5083553691461464
OG0003378.json,Sym_ret,11.41419153874147,0.7826387250809997,0.5083553691461464
OG0003378.json,Tre_spC0010,14.76656792544692,0.7826387250809997,0.5083553691461464
OG0003379.json,Ast_eri,3.906090361019142,0.875917576635555,0.4229045854458976
OG0003379.json,Coc_sub,50,0.875917576635555,0.4229045854458976
OG0003379.json,Coc_vir,28.24932164135307,0.875917576635555,0.4229045854458976
OG0003379.json,Myr_bis,20.79212219076141,0.875917576635555,0.4229045854458976
OG0003379.json,Node2,1.767755122337378,0.875917576635555,0.4229045854458976
OG0003379.json,Node3,4.013623614247857,0.875917576635555,0.4229045854458976
OG0003379.json,Node4,2.394400891732721,0.875917576635555,0.4229045854458976
OG0003379.json,Node7,1.33478595079407,0.875917576635555,0.4229045854458976
