OG,Branch,K,Relaxation Parameter (K),p-value
OG0003370.json,Ast_eri,1.294654930396855,0.7699213392943917,0.01112543428252311
OG0003370.json,Coc_sub,8.591025696081275,0.7699213392943917,0.01112543428252311
OG0003370.json,Coc_vir,2.280995199975712,0.7699213392943917,0.01112543428252311
OG0003370.json,Myr_bis,1.356220642286378,0.7699213392943917,0.01112543428252311
OG0003370.json,Node2,1.892307278254265,0.7699213392943917,0.01112543428252311
OG0003370.json,Node3,2.845939668562859,0.7699213392943917,0.01112543428252311
OG0003370.json,Node4,2.208494691275943,0.7699213392943917,0.01112543428252311
OG0003370.json,Node7,1.090320584901387,0.7699213392943917,0.01112543428252311
OG0003370.json,Sym_irr,4.683252393939111,0.7699213392943917,0.01112543428252311
OG0003370.json,Sym_ret,5.201924462254923,0.7699213392943917,0.01112543428252311
OG0003370.json,Tre_spC0010,3.391759842570806,0.7699213392943917,0.01112543428252311
OG0003372.json,Ast_eri,0.2269071625070129,0.9218449729312909,0.6307155966164515
OG0003372.json,Coc_sub,1.900960086573954,0.9218449729312909,0.6307155966164515
OG0003372.json,Coc_vir,0.3421527663567422,0.9218449729312909,0.6307155966164515
OG0003372.json,Myr_bis,0.2911086255478051,0.9218449729312909,0.6307155966164515
OG0003372.json,Node2,1.387949453329203,0.9218449729312909,0.6307155966164515
OG0003372.json,Node3,1.100761872602183,0.9218449729312909,0.6307155966164515
OG0003372.json,Node4,2.561077256335984,0.9218449729312909,0.6307155966164515
OG0003372.json,Node7,0.2351689580473932,0.9218449729312909,0.6307155966164515
OG0003372.json,Sym_irr,0.3096488155555988,0.9218449729312909,0.6307155966164515
OG0003372.json,Sym_ret,0.311242385633442,0.9218449729312909,0.6307155966164515
OG0003372.json,Tre_spC0010,0.442542378872992,0.9218449729312909,0.6307155966164515
OG0003374.json,Ast_eri,2.245640493933946,0.7516770258207721,0.02755994376542037
OG0003374.json,Coc_sub,3.342815416699644,0.7516770258207721,0.02755994376542037
OG0003374.json,Coc_vir,2.250114107289815,0.7516770258207721,0.02755994376542037
OG0003374.json,Myr_bis,2.446438816780413,0.7516770258207721,0.02755994376542037
OG0003374.json,Node2,2.976204397642094,0.7516770258207721,0.02755994376542037
OG0003374.json,Node3,2.001194859167696,0.7516770258207721,0.02755994376542037
OG0003374.json,Node4,1.19634227242027,0.7516770258207721,0.02755994376542037
OG0003374.json,Node7,2.018924165075162,0.7516770258207721,0.02755994376542037
OG0003374.json,Sym_irr,2.294591028104286,0.7516770258207721,0.02755994376542037
OG0003374.json,Sym_ret,3.580738354274032,0.7516770258207721,0.02755994376542037
OG0003374.json,Tre_spC0010,3.052193929608665,0.7516770258207721,0.02755994376542037
OG0003378.json,Ast_eri,1.118166606994009,0.6104473589475883,0.0003503399661491935
OG0003378.json,Coc_sub,0.9187693696939527,0.6104473589475883,0.0003503399661491935
OG0003378.json,Coc_vir,2.488035136783721,0.6104473589475883,0.0003503399661491935
OG0003378.json,Myr_bis,1.856160758083937,0.6104473589475883,0.0003503399661491935
OG0003378.json,Node2,0.7607158690974292,0.6104473589475883,0.0003503399661491935
OG0003378.json,Node3,1.186755965186087,0.6104473589475883,0.0003503399661491935
OG0003378.json,Node6,1.507551790725055,0.6104473589475883,0.0003503399661491935
OG0003378.json,Node9,2.269199392790374,0.6104473589475883,0.0003503399661491935
OG0003378.json,Sym_irr,0.9293833239736172,0.6104473589475883,0.0003503399661491935
OG0003378.json,Sym_ret,2.459434824990625,0.6104473589475883,0.0003503399661491935
OG0003378.json,Tre_spC0010,2.17652086113775,0.6104473589475883,0.0003503399661491935
OG0003379.json,Ast_eri,3.563958627672144,0.9039321997937179,0.2680968799458807
OG0003379.json,Coc_sub,50,0.9039321997937179,0.2680968799458807
OG0003379.json,Coc_vir,26.70752590893124,0.9039321997937179,0.2680968799458807
OG0003379.json,Myr_bis,19.76844206659264,0.9039321997937179,0.2680968799458807
OG0003379.json,Node2,1.71126486460855,0.9039321997937179,0.2680968799458807
OG0003379.json,Node3,3.946665584724407,0.9039321997937179,0.2680968799458807
OG0003379.json,Node4,2.347508174901419,0.9039321997937179,0.2680968799458807
OG0003379.json,Node7,1.253434393219881,0.9039321997937179,0.2680968799458807
OG0003379.json,Sym_irr,2.610040104452282,0.9039321997937179,0.2680968799458807
OG0003379.json,Sym_ret,41.54438339200755,0.9039321997937179,0.2680968799458807
OG0003379.json,Tre_spC0010,2.218539333456573,0.9039321997937179,0.2680968799458807
OG0003380.json,Ast_eri,1.57933013108943,0.1627632434233692,0.01505274246943167
OG0003380.json,Coc_sub,3.729877259002909,0.1627632434233692,0.01505274246943167
OG0003380.json,Coc_vir,1.023177954996727,0.1627632434233692,0.01505274246943167
OG0003380.json,Myr_bis,0.8417371721547288,0.1627632434233692,0.01505274246943167
OG0003380.json,Node2,2.762914891903558,0.1627632434233692,0.01505274246943167
OG0003380.json,Node3,6.791297374804798,0.1627632434233692,0.01505274246943167
