OG,Branch,K,Relaxation Parameter (K),p-value
OG0003370.json,Ast_eri,3.145289618871313,0.9610382586857975,0.5839704231438287
OG0003370.json,Coc_sub,10.72266755227599,0.9610382586857975,0.5839704231438287
OG0003370.json,Coc_vir,3.38988486910023,0.9610382586857975,0.5839704231438287
OG0003370.json,Myr_bis,1.371954431419466,0.9610382586857975,0.5839704231438287
OG0003370.json,Node2,2.124229875062042,0.9610382586857975,0.5839704231438287
OG0003370.json,Node3,2.933778949699213,0.9610382586857975,0.5839704231438287
OG0003370.json,Node4,2.414229614859568,0.9610382586857975,0.5839704231438287
OG0003370.json,Node7,1.126681000963416,0.9610382586857975,0.5839704231438287
OG0003370.json,Sym_irr,6.1080078514533,0.9610382586857975,0.5839704231438287
OG0003370.json,Sym_ret,6.664527281947135,0.9610382586857975,0.5839704231438287
OG0003370.json,Tre_spC0010,4.492694055515307,0.9610382586857975,0.5839704231438287
OG0003372.json,Ast_eri,0.2269002430496707,1.056713565584743,0.6608366401645664
OG0003372.json,Coc_sub,1.908605939735845,1.056713565584743,0.6608366401645664
OG0003372.json,Coc_vir,0.3409858289839779,1.056713565584743,0.6608366401645664
OG0003372.json,Myr_bis,0.2911511837480378,1.056713565584743,0.6608366401645664
OG0003372.json,Node2,1.390559854138969,1.056713565584743,0.6608366401645664
OG0003372.json,Node3,1.103269876727711,1.056713565584743,0.6608366401645664
OG0003372.json,Node4,2.557267852646,1.056713565584743,0.6608366401645664
OG0003372.json,Node7,0.2354034765301171,1.056713565584743,0.6608366401645664
OG0003372.json,Sym_irr,0.3091989048017911,1.056713565584743,0.6608366401645664
OG0003372.json,Sym_ret,0.3115845486496231,1.056713565584743,0.6608366401645664
OG0003372.json,Tre_spC0010,0.4438207254862456,1.056713565584743,0.6608366401645664
OG0003374.json,Ast_eri,0.2477593821358988,0.8410026364237325,0.4753516529086381
OG0003374.json,Coc_sub,0.3040616111196727,0.8410026364237325,0.4753516529086381
OG0003374.json,Coc_vir,0.2270833070800965,0.8410026364237325,0.4753516529086381
OG0003374.json,Myr_bis,0.2361790141234936,0.8410026364237325,0.4753516529086381
OG0003374.json,Node2,0.8647495248470439,0.8410026364237325,0.4753516529086381
OG0003374.json,Node3,1.930885136887752,0.8410026364237325,0.4753516529086381
OG0003374.json,Node4,1.115479939583935,0.8410026364237325,0.4753516529086381
OG0003374.json,Node7,0.2132196835741647,0.8410026364237325,0.4753516529086381
OG0003374.json,Sym_irr,0.2594827153546463,0.8410026364237325,0.4753516529086381
OG0003374.json,Sym_ret,0.284571827078749,0.8410026364237325,0.4753516529086381
OG0003374.json,Tre_spC0010,0.242082889540016,0.8410026364237325,0.4753516529086381
OG0003378.json,Ast_eri,0.7013844669499563,0.7502090117065636,0.3279927577748936
OG0003378.json,Coc_sub,0.9161958971592395,0.7502090117065636,0.3279927577748936
OG0003378.json,Coc_vir,1.803326677602643,0.7502090117065636,0.3279927577748936
OG0003378.json,Myr_bis,1.423439118591722,0.7502090117065636,0.3279927577748936
